pH,Turbidez,Temperatura,TDS,ORP,OD,Etiqueta
7.0,2.0,16.4,89.0,149.0,5.2,Agua Segura
7.9,233.0,23.5,545.0,268.0,5.3,Anomalia Fisica
6.7,2.0,22.3,692.0,288.0,7.2,Agua Segura
7.2,1.0,17.4,509.0,572.0,7.2,Agua Segura
7.0,2.0,24.1,553.0,566.0,8.3,Agua Segura
6.9,131.0,23.8,761.0,302.0,6.9,Anomalia Fisica
7.6,4000.0,16.0,179.0,300.0,9.2,Anomalia de Hardware
8.5,3.0,20.8,227.0,362.0,6.6,Agua Segura
8.2,2.0,20.4,421.0,409.0,9.1,Agua Segura
7.7,7.0,30.6,249.0,-109.0,2.6,Anomalia Biologica/Estancamiento
8.1,2.0,19.2,345.0,414.0,6.6,Agua Segura
8.3,2.0,28.8,481.0,227.0,7.7,Agua Segura
6.4,104.0,18.1,456.0,369.0,5.9,Anomalia Fisica
7.5,10.0,27.2,241.0,-89.0,3.0,Anomalia Biologica/Estancamiento
7.8,1.0,16.2,798.0,453.0,7.3,Agua Segura
6.8,2.0,28.2,420.0,404.0,7.0,Agua Segura
8.1,2.0,20.6,324.0,413.0,6.4,Agua Segura
2.2,10.0,19.7,1000.0,-358.0,5.6,Anomalia Quimica
7.5,1.0,27.1,648.0,319.0,9.8,Agua Segura
6.4,28.0,31.7,654.0,38.0,2.1,Anomalia Biologica/Estancamiento
8.3,1.0,17.8,61.0,565.0,8.3,Agua Segura
7.5,2.0,22.5,425.0,396.0,7.2,Agua Segura
8.2,25.0,32.5,676.0,13.0,0.9,Anomalia Biologica/Estancamiento
7.9,2.0,19.1,624.0,565.0,5.9,Agua Segura
7.3,2.0,25.5,117.0,493.0,7.5,Agua Segura
2.7,2.0,23.2,1000.0,-116.0,2.3,Anomalia Quimica
7.0,1.0,27.0,684.0,-9.0,0.1,Anomalia de Hardware
8.3,138.0,19.4,444.0,125.0,7.5,Anomalia Fisica
6.7,2.0,28.9,290.0,431.0,9.4,Agua Segura
6.5,30.0,28.0,502.0,-71.0,0.7,Anomalia Biologica/Estancamiento
7.8,1.0,18.3,363.0,415.0,8.8,Agua Segura
8.4,1.0,17.4,355.0,519.0,9.7,Agua Segura
7.1,0.0,24.9,701.0,341.0,8.6,Agua Segura
8.2,230.0,22.3,912.0,267.0,4.9,Anomalia Fisica
13.4,1.0,25.3,510.0,413.0,7.7,Anomalia de Hardware
2.2,13.0,26.3,1000.0,-152.0,4.9,Anomalia Quimica
7.4,3.0,18.1,1000.0,453.0,9.5,Agua Segura
6.8,2.0,27.1,960.0,406.0,8.6,Agua Segura
7.1,3.0,27.5,942.0,505.0,9.3,Agua Segura
6.7,1.0,16.5,372.0,376.0,7.8,Agua Segura
6.6,1.0,20.1,62.0,289.0,9.2,Agua Segura
8.1,11.0,32.3,416.0,-27.0,2.0,Anomalia Biologica/Estancamiento
8.1,1.0,17.3,702.0,321.0,9.1,Agua Segura
7.6,19.0,27.2,440.0,-4.0,2.6,Anomalia Biologica/Estancamiento
5.1,0.0,15.2,1000.0,-452.0,5.0,Anomalia Quimica
6.5,16.0,34.2,263.0,-58.0,1.8,Anomalia Biologica/Estancamiento
6.7,1.0,26.4,470.0,179.0,5.2,Agua Segura
7.3,2.0,15.3,412.0,161.0,5.8,Agua Segura
6.9,1.0,18.4,372.0,475.0,6.2,Agua Segura
8.2,0.0,16.6,331.0,470.0,7.2,Agua Segura
4.2,2.0,24.6,1000.0,-366.0,4.5,Anomalia Quimica
6.8,2.0,24.4,178.0,188.0,5.1,Agua Segura
8.0,2.0,26.1,375.0,483.0,9.7,Agua Segura
6.9,1.0,21.7,306.0,353.0,7.6,Agua Segura
5.2,2.0,28.2,1000.0,-714.0,5.4,Anomalia Quimica
8.1,0.0,18.1,736.0,500.0,8.5,Agua Segura
8.2,1.0,18.3,794.0,525.0,9.9,Agua Segura
8.3,2.0,16.4,276.0,339.0,6.5,Agua Segura
7.4,1.0,26.6,623.0,524.0,6.9,Agua Segura
8.1,0.0,20.0,603.0,418.0,6.9,Agua Segura
4.6,0.0,22.2,1000.0,-679.0,3.5,Anomalia Quimica
7.3,1.0,25.7,790.0,265.0,7.9,Agua Segura
3.5,2.0,24.6,1000.0,-182.0,4.8,Anomalia Quimica
3.9,1.0,24.4,1000.0,-177.0,6.0,Anomalia Quimica
4.6,13.0,16.9,1000.0,-118.0,2.4,Anomalia Quimica
6.8,234.0,19.4,514.0,338.0,5.7,Anomalia Fisica
6.7,96.0,22.0,428.0,234.0,6.1,Anomalia Fisica
6.9,0.0,17.2,133.0,226.0,8.0,Agua Segura
7.7,1.0,16.5,660.0,197.0,6.4,Agua Segura
7.8,1.0,24.9,162.0,381.0,6.2,Agua Segura
7.2,0.0,26.8,608.0,575.0,7.1,Agua Segura
8.3,0.0,28.5,268.0,362.0,8.0,Agua Segura
7.7,1.0,20.7,673.0,336.0,9.7,Agua Segura
7.8,2.0,17.9,189.0,474.0,9.1,Agua Segura
6.1,23.0,27.6,554.0,0.0,2.5,Anomalia Biologica/Estancamiento
7.1,282.0,26.8,581.0,225.0,6.2,Anomalia Fisica
8.2,0.0,15.3,682.0,220.0,9.1,Agua Segura
6.7,1.0,20.7,589.0,264.0,6.1,Agua Segura
7.0,2.0,24.6,815.0,486.0,9.4,Agua Segura
8.2,84.0,28.1,684.0,378.0,7.2,Anomalia Fisica
7.6,1.0,20.7,215.0,488.0,6.0,Agua Segura
8.2,0.0,17.9,272.0,446.0,7.0,Agua Segura
7.9,0.0,24.9,47.0,336.0,9.1,Agua Segura
8.1,1.0,21.8,531.0,126.0,5.6,Agua Segura
7.2,4.0,17.5,993.0,299.0,8.9,Agua Segura
7.4,101.0,16.8,709.0,178.0,4.5,Anomalia Fisica
6.9,16.0,25.2,469.0,22.0,0.8,Anomalia Biologica/Estancamiento
8.3,1.0,19.7,521.0,591.0,8.7,Agua Segura
8.1,1.0,28.0,379.0,284.0,7.9,Agua Segura
6.6,55.0,24.7,425.0,340.0,5.8,Anomalia Fisica
6.7,2.0,15.3,517.0,413.0,9.3,Agua Segura
6.2,7.0,33.3,613.0,-25.0,1.3,Anomalia Biologica/Estancamiento
6.3,17.0,29.4,598.0,-47.0,0.3,Anomalia Biologica/Estancamiento
6.8,2.0,21.7,72.0,308.0,9.1,Agua Segura
8.3,23.0,31.5,503.0,-90.0,1.5,Anomalia Biologica/Estancamiento
7.5,0.0,16.2,739.0,219.0,8.0,Agua Segura
7.0,0.0,17.8,173.0,545.0,6.1,Agua Segura
2.6,3.0,16.7,1000.0,-703.0,4.9,Anomalia Quimica
6.6,0.0,29.5,175.0,579.0,6.7,Agua Segura
8.2,0.0,15.7,799.0,28.0,0.0,Anomalia de Hardware
7.9,180.0,19.8,466.0,125.0,7.8,Anomalia Fisica
7.0,123.0,17.8,390.0,144.0,7.0,Anomalia Fisica
7.8,1.0,22.1,569.0,289.0,7.6,Agua Segura
7.1,235.0,30.2,309.0,404.0,4.0,Anomalia Fisica
7.6,0.0,22.7,230.0,282.0,8.1,Agua Segura
7.4,4.0,16.4,945.0,257.0,6.4,Agua Segura
8.4,22.0,31.4,470.0,46.0,2.6,Anomalia Biologica/Estancamiento
6.8,2.0,30.1,602.0,566.0,9.3,Agua Segura
2.1,7.0,30.0,1000.0,-177.0,3.4,Anomalia Quimica
7.1,1.0,19.7,337.0,292.0,8.7,Agua Segura
7.1,0.0,22.7,73.0,997.0,6.8,Anomalia de Hardware
7.8,1.0,27.3,387.0,218.0,7.2,Agua Segura
7.5,1.0,15.2,606.0,317.0,7.5,Agua Segura
7.0,145.0,29.1,849.0,384.0,6.6,Anomalia Fisica
7.6,4000.0,22.0,641.0,356.0,8.9,Anomalia de Hardware
7.2,2.0,28.6,451.0,377.0,9.1,Agua Segura
2.4,1.0,22.8,1000.0,-191.0,5.3,Anomalia Quimica
7.0,17.0,25.8,412.0,-73.0,2.2,Anomalia Biologica/Estancamiento
7.8,0.0,26.3,53.0,567.0,7.4,Agua Segura
6.6,1.0,17.8,455.0,367.0,6.6,Agua Segura
7.9,2.0,25.2,490.0,245.0,8.1,Agua Segura
7.9,1.0,20.5,781.0,-0.0,0.0,Anomalia de Hardware
2.2,10.0,18.6,1000.0,-105.0,4.0,Anomalia Quimica
7.3,1.0,17.6,336.0,527.0,6.4,Agua Segura
3.3,2.0,25.9,1000.0,-285.0,4.7,Anomalia Quimica
6.8,17.0,25.2,635.0,9.0,1.2,Anomalia Biologica/Estancamiento
7.1,0.0,25.4,627.0,217.0,8.5,Agua Segura
7.0,1.0,22.2,372.0,545.0,7.4,Agua Segura
7.9,2.0,19.6,382.0,105.0,4.9,Agua Segura
8.0,1.0,25.3,134.0,448.0,7.6,Agua Segura
8.3,3.0,20.7,906.0,363.0,9.3,Agua Segura
8.1,1.0,20.8,244.0,455.0,6.9,Agua Segura
7.9,20.0,18.0,571.0,267.0,5.6,Anomalia Fisica
7.9,0.0,25.3,308.0,458.0,8.8,Agua Segura
13.7,2.0,19.1,478.0,513.0,6.0,Anomalia de Hardware
7.9,3.0,26.2,81.0,578.0,9.8,Agua Segura
7.5,2.0,20.2,153.0,179.0,4.5,Agua Segura
7.7,2.0,29.4,474.0,233.0,8.3,Agua Segura
6.8,1.0,19.4,758.0,359.0,8.4,Agua Segura
7.3,30.0,32.5,418.0,39.0,2.0,Anomalia Biologica/Estancamiento
8.0,2.0,22.6,524.0,343.0,8.9,Agua Segura
8.5,1.0,29.0,425.0,280.0,6.6,Agua Segura
6.4,24.0,34.2,427.0,25.0,2.5,Anomalia Biologica/Estancamiento
7.6,27.0,33.7,325.0,-6.0,1.5,Anomalia Biologica/Estancamiento
3.6,10.0,21.1,1000.0,-379.0,3.2,Anomalia Quimica
7.8,19.0,32.0,244.0,14.0,1.6,Anomalia Biologica/Estancamiento
6.9,3.0,15.4,999.0,506.0,8.8,Agua Segura
8.2,1.0,18.3,520.0,296.0,7.1,Agua Segura
7.0,17.0,27.2,394.0,-12.0,0.8,Anomalia Biologica/Estancamiento
7.2,0.0,20.0,124.0,472.0,6.4,Agua Segura
6.8,1.0,28.5,74.0,488.0,9.9,Agua Segura
8.0,2.0,16.0,721.0,422.0,9.6,Agua Segura
7.1,2.0,15.6,762.0,473.0,8.6,Agua Segura
7.6,1.0,15.6,281.0,285.0,8.2,Agua Segura
6.4,19.0,29.0,621.0,-31.0,1.6,Anomalia Biologica/Estancamiento
7.7,97.0,25.3,835.0,200.0,7.0,Anomalia Fisica
6.7,280.0,20.7,644.0,131.0,5.2,Anomalia Fisica
7.2,2.0,18.6,274.0,460.0,9.0,Agua Segura
7.3,2.0,22.3,113.0,198.0,5.8,Agua Segura
8.0,1.0,22.5,107.0,390.0,8.6,Agua Segura
6.8,4000.0,23.3,252.0,259.0,6.7,Anomalia de Hardware
7.9,0.0,20.8,795.0,253.0,9.2,Agua Segura
3.6,9.0,30.1,1000.0,-797.0,2.1,Anomalia Quimica
6.7,2.0,20.4,561.0,518.0,6.5,Agua Segura
7.8,1.0,22.8,487.0,279.0,7.9,Agua Segura
6.7,1.0,25.6,381.0,573.0,7.6,Agua Segura
6.9,2.0,23.9,675.0,220.0,6.5,Agua Segura
6.9,2.0,18.1,218.0,585.0,8.0,Agua Segura
7.4,2.0,18.4,732.0,442.0,9.1,Agua Segura
7.2,1.0,18.1,533.0,456.0,8.2,Agua Segura
6.8,1.0,19.1,739.0,567.0,9.3,Agua Segura
7.9,23.0,33.5,621.0,-63.0,1.3,Anomalia Biologica/Estancamiento
8.3,3.0,26.5,929.0,460.0,7.8,Agua Segura
7.3,17.0,25.0,470.0,-76.0,1.0,Anomalia Biologica/Estancamiento
7.8,2.0,16.2,178.0,217.0,7.6,Agua Segura
8.0,1.0,26.9,164.0,598.0,9.8,Agua Segura
6.9,0.0,29.2,245.0,303.0,9.6,Agua Segura
7.4,1.0,22.6,509.0,176.0,4.5,Agua Segura
2.8,8.0,19.5,1000.0,-514.0,2.6,Anomalia Quimica
7.6,0.0,22.4,91.0,-23.0,0.2,Anomalia de Hardware
7.2,1.0,18.4,155.0,236.0,7.3,Agua Segura
7.2,3.0,20.3,638.0,439.0,8.9,Agua Segura
7.8,2.0,17.9,80.0,258.0,9.2,Agua Segura
7.6,1.0,18.1,119.0,212.0,7.6,Agua Segura
7.8,3.0,22.5,701.0,516.0,8.5,Agua Segura
6.9,0.0,25.2,148.0,216.0,8.9,Agua Segura
7.2,3.0,23.4,507.0,404.0,7.0,Agua Segura
2.7,7.0,20.8,1000.0,-294.0,2.7,Anomalia Quimica
6.4,6.0,27.1,336.0,-50.0,0.7,Anomalia Biologica/Estancamiento
4.1,4.0,24.2,1000.0,-358.0,3.4,Anomalia Quimica
8.3,106.0,19.0,775.0,258.0,5.2,Anomalia Fisica
6.6,0.0,21.7,497.0,398.0,6.7,Agua Segura
8.3,3.0,24.4,479.0,126.0,4.6,Agua Segura
7.9,1.0,26.7,271.0,326.0,7.9,Agua Segura
7.7,228.0,25.7,829.0,196.0,4.8,Anomalia Fisica
7.3,1.0,21.1,603.0,309.0,7.0,Agua Segura
6.7,2.0,28.0,273.0,535.0,8.0,Agua Segura
6.8,1.0,27.2,198.0,245.0,9.1,Agua Segura
7.7,204.0,26.8,348.0,105.0,6.3,Anomalia Fisica
7.4,78.0,16.0,553.0,214.0,6.0,Anomalia Fisica
6.7,2.0,15.8,84.0,190.0,4.2,Agua Segura
7.1,1.0,17.8,499.0,164.0,5.8,Agua Segura
6.8,1.0,21.3,512.0,494.0,9.1,Agua Segura
8.3,4000.0,24.9,588.0,510.0,7.0,Anomalia de Hardware
6.8,13.0,32.8,305.0,-79.0,0.5,Anomalia Biologica/Estancamiento
8.0,2.0,25.0,685.0,421.0,7.3,Agua Segura
8.2,2.0,24.0,180.0,473.0,6.8,Agua Segura
6.8,1.0,26.1,458.0,422.0,7.6,Agua Segura
7.9,67.0,22.4,373.0,324.0,7.3,Anomalia Fisica
7.7,1.0,19.5,177.0,546.0,7.4,Agua Segura
7.3,2.0,28.5,488.0,310.0,8.7,Agua Segura
7.0,8.0,26.8,680.0,-25.0,1.9,Anomalia Biologica/Estancamiento
5.1,5.0,19.2,1000.0,-522.0,2.6,Anomalia Quimica
7.8,3.0,18.8,1000.0,354.0,8.8,Agua Segura
6.1,9.0,29.7,541.0,-100.0,1.9,Anomalia Biologica/Estancamiento
7.9,1.0,29.0,591.0,410.0,6.3,Agua Segura
8.4,1.0,22.3,612.0,338.0,8.2,Agua Segura
7.0,2.0,17.6,720.0,592.0,7.3,Agua Segura
6.6,19.0,28.2,573.0,-9.0,2.2,Anomalia Biologica/Estancamiento
6.8,2.0,22.2,344.0,384.0,6.9,Agua Segura
7.8,208.0,22.2,367.0,217.0,6.5,Anomalia Fisica
6.8,0.0,19.0,327.0,574.0,7.1,Agua Segura
8.1,218.0,29.2,448.0,250.0,4.7,Anomalia Fisica
6.7,2.0,17.1,332.0,295.0,7.9,Agua Segura
8.4,2.0,16.6,139.0,341.0,7.6,Agua Segura
7.1,25.0,29.7,380.0,-3.0,1.1,Anomalia Biologica/Estancamiento
8.0,2.0,27.9,343.0,403.0,6.4,Agua Segura
7.6,0.0,28.0,619.0,421.0,7.2,Agua Segura
6.9,3.0,24.7,998.0,301.0,9.3,Agua Segura
6.9,2.0,26.4,708.0,136.0,5.6,Agua Segura
7.7,2.0,20.4,538.0,371.0,9.6,Agua Segura
7.2,2.0,22.6,775.0,345.0,6.7,Agua Segura
7.3,1.0,18.2,99.0,261.0,10.0,Agua Segura
6.9,3.0,27.0,495.0,563.0,6.9,Agua Segura
7.0,3.0,19.5,484.0,378.0,6.6,Agua Segura
3.8,12.0,18.7,1000.0,-248.0,4.6,Anomalia Quimica
6.9,1.0,27.1,396.0,574.0,9.0,Agua Segura
7.6,0.0,27.3,371.0,401.0,7.2,Agua Segura
8.2,2.0,17.2,105.0,517.0,7.1,Agua Segura
13.2,2.0,16.2,585.0,266.0,7.6,Anomalia de Hardware
7.6,2.0,26.9,444.0,123.0,4.9,Agua Segura
7.4,144.0,29.1,453.0,337.0,4.9,Anomalia Fisica
7.1,1.0,23.5,139.0,259.0,6.0,Agua Segura
8.1,0.0,28.3,729.0,967.0,6.5,Anomalia de Hardware
7.6,137.0,20.6,774.0,303.0,6.3,Anomalia Fisica
8.0,0.0,18.2,143.0,204.0,9.2,Agua Segura
7.1,223.0,21.7,369.0,254.0,7.1,Anomalia Fisica
8.4,25.0,31.1,478.0,-40.0,0.0,Anomalia Biologica/Estancamiento
8.3,0.0,21.3,781.0,425.0,6.5,Agua Segura
7.5,1.0,21.5,729.0,259.0,7.0,Agua Segura
7.1,1.0,16.9,477.0,235.0,8.7,Agua Segura
8.3,1.0,15.9,733.0,334.0,7.4,Agua Segura
6.8,0.0,21.8,617.0,349.0,9.0,Agua Segura
8.4,95.0,25.5,435.0,190.0,6.1,Anomalia Fisica
7.6,0.0,19.8,356.0,560.0,8.8,Agua Segura
6.8,3.0,16.5,663.0,447.0,6.3,Agua Segura
7.9,0.0,20.9,209.0,468.0,8.7,Agua Segura
7.8,1.0,25.6,194.0,579.0,8.8,Agua Segura
6.6,134.0,20.7,689.0,298.0,5.3,Anomalia Fisica
6.8,2.0,18.6,496.0,307.0,9.4,Agua Segura
8.4,2.0,24.2,401.0,460.0,9.5,Agua Segura
8.0,1.0,28.0,74.0,600.0,6.7,Agua Segura
7.9,3.0,22.9,934.0,395.0,8.2,Agua Segura
8.1,3.0,24.6,1000.0,597.0,8.4,Agua Segura
7.4,3.0,22.4,1000.0,238.0,8.6,Agua Segura
8.3,0.0,17.0,246.0,547.0,9.5,Agua Segura
6.8,0.0,23.4,595.0,487.0,8.4,Agua Segura
7.9,1.0,28.8,341.0,213.0,8.9,Agua Segura
6.7,209.0,22.8,530.0,255.0,7.3,Anomalia Fisica
12.4,1.0,21.1,583.0,253.0,6.8,Anomalia de Hardware
8.0,18.0,34.0,307.0,-25.0,0.3,Anomalia Biologica/Estancamiento
8.0,1.0,22.7,754.0,457.0,6.7,Agua Segura
7.9,2.0,17.3,754.0,248.0,7.9,Agua Segura
8.0,0.0,21.4,213.0,520.0,6.6,Agua Segura
8.0,2.0,28.4,456.0,546.0,7.9,Agua Segura
8.1,1.0,21.5,429.0,456.0,6.9,Agua Segura
7.4,1.0,16.9,450.0,218.0,7.9,Agua Segura
8.4,1.0,16.1,226.0,562.0,8.8,Agua Segura
6.9,1.0,24.8,537.0,183.0,5.5,Agua Segura
7.5,29.0,26.4,707.0,-71.0,1.2,Anomalia Biologica/Estancamiento
7.1,9.0,32.8,566.0,26.0,1.6,Anomalia Biologica/Estancamiento
7.3,2.0,17.6,994.0,399.0,7.6,Agua Segura
7.3,3.0,29.4,958.0,483.0,8.9,Agua Segura
7.3,3.0,28.0,1000.0,368.0,7.6,Agua Segura
7.4,150.0,29.2,341.0,145.0,5.9,Anomalia Fisica
7.7,153.0,21.7,699.0,238.0,5.9,Anomalia Fisica
6.9,26.0,34.4,213.0,-78.0,2.6,Anomalia Biologica/Estancamiento
8.4,1.0,19.0,346.0,138.0,3.9,Agua Segura
8.2,1.0,23.0,284.0,555.0,8.0,Agua Segura
8.1,2.0,15.8,162.0,526.0,9.6,Agua Segura
7.9,1.0,15.9,203.0,142.0,5.2,Agua Segura
7.2,0.0,17.1,124.0,151.0,5.5,Agua Segura
8.1,3.0,28.3,140.0,380.0,9.4,Agua Segura
7.5,3.0,26.5,910.0,393.0,7.0,Agua Segura
8.0,16.0,27.5,207.0,23.0,1.7,Anomalia Biologica/Estancamiento
6.6,28.0,28.1,274.0,-22.0,1.2,Anomalia Biologica/Estancamiento
7.9,123.0,28.7,843.0,165.0,7.1,Anomalia Fisica
7.5,2.0,17.7,595.0,294.0,9.5,Agua Segura
6.4,24.0,33.7,403.0,-62.0,2.2,Anomalia Biologica/Estancamiento
7.1,26.0,30.2,366.0,20.0,3.0,Anomalia Biologica/Estancamiento
7.5,0.0,25.0,303.0,508.0,9.0,Agua Segura
8.4,1.0,15.8,553.0,214.0,8.3,Agua Segura
4.6,3.0,21.6,1000.0,-619.0,5.3,Anomalia Quimica
7.2,1.0,28.4,735.0,300.0,7.1,Agua Segura
3.8,4.0,15.9,1000.0,-541.0,2.7,Anomalia Quimica
6.9,1.0,27.1,234.0,575.0,10.0,Agua Segura
7.5,0.0,19.6,183.0,182.0,4.4,Agua Segura
2.4,13.0,26.2,1000.0,-528.0,5.7,Anomalia Quimica
7.8,4000.0,15.7,432.0,252.0,9.0,Anomalia de Hardware
7.6,38.0,28.5,585.0,129.0,5.2,Anomalia Fisica
6.1,9.0,34.6,551.0,-8.0,0.8,Anomalia Biologica/Estancamiento
8.2,42.0,25.8,328.0,370.0,7.2,Anomalia Fisica
7.8,40.0,21.9,483.0,296.0,6.3,Anomalia Fisica
6.6,199.0,22.0,482.0,284.0,6.0,Anomalia Fisica
7.1,1.0,29.8,450.0,527.0,9.1,Agua Segura
6.8,2.0,25.6,197.0,372.0,6.1,Agua Segura
6.8,2.0,17.0,130.0,479.0,8.1,Agua Segura
8.3,2.0,16.6,450.0,580.0,6.9,Agua Segura
3.3,6.0,25.6,1000.0,-791.0,4.9,Anomalia Quimica
7.1,0.0,20.1,761.0,480.0,6.1,Agua Segura
8.0,252.0,25.5,805.0,171.0,4.2,Anomalia Fisica
7.5,2.0,26.9,218.0,407.0,8.2,Agua Segura
7.3,1.0,26.9,548.0,209.0,9.2,Agua Segura
8.0,2.0,21.5,656.0,-22.0,0.0,Anomalia de Hardware
6.8,1.0,26.9,770.0,255.0,9.8,Agua Segura
8.4,2.0,28.9,552.0,617.0,8.9,Agua Segura
4.1,7.0,21.0,1000.0,-335.0,3.7,Anomalia Quimica
7.3,1.0,28.6,344.0,449.0,6.1,Agua Segura
13.4,2.0,26.9,431.0,335.0,6.3,Anomalia de Hardware
8.2,3.0,28.1,355.0,487.0,7.4,Agua Segura
2.9,1.0,29.5,1000.0,-235.0,5.6,Anomalia Quimica
6.8,1.0,23.8,605.0,536.0,6.1,Agua Segura
8.2,2.0,28.2,577.0,343.0,9.8,Agua Segura
4.7,5.0,16.2,1000.0,-477.0,5.1,Anomalia Quimica
8.0,3.0,27.9,1000.0,568.0,8.9,Agua Segura
8.2,2.0,25.2,662.0,313.0,6.7,Agua Segura
7.4,1.0,24.8,196.0,359.0,7.2,Agua Segura
7.0,1.0,17.5,678.0,296.0,8.7,Agua Segura
7.3,1.0,15.3,268.0,506.0,8.5,Agua Segura
6.9,1.0,23.6,576.0,297.0,9.4,Agua Segura
7.0,1.0,29.4,79.0,228.0,8.6,Agua Segura
2.3,1.0,28.9,1000.0,-398.0,3.2,Anomalia Quimica
4.3,6.0,19.5,1000.0,-100.0,2.3,Anomalia Quimica
5.1,13.0,15.4,1000.0,-134.0,5.4,Anomalia Quimica
5.3,10.0,15.6,1000.0,-526.0,4.7,Anomalia Quimica
8.1,1.0,20.9,167.0,104.0,4.6,Agua Segura
4.5,13.0,23.7,1000.0,-334.0,2.7,Anomalia Quimica
7.6,2.0,23.1,217.0,290.0,6.5,Agua Segura
7.6,2.0,28.0,106.0,138.0,5.6,Agua Segura
6.7,3.0,21.7,230.0,165.0,5.9,Agua Segura
4.7,6.0,20.3,1000.0,-213.0,5.4,Anomalia Quimica
8.0,1.0,22.0,603.0,178.0,3.9,Agua Segura
7.1,4000.0,24.6,413.0,274.0,8.2,Anomalia de Hardware
6.7,0.0,25.9,379.0,602.0,7.0,Agua Segura
7.7,2.0,27.3,721.0,385.0,7.9,Agua Segura
6.9,1.0,21.3,658.0,438.0,8.4,Agua Segura
6.9,3.0,28.9,1000.0,320.0,10.0,Agua Segura
7.8,0.0,26.5,617.0,270.0,8.2,Agua Segura
7.6,2.0,23.7,512.0,231.0,7.0,Agua Segura
8.0,2.0,23.5,748.0,266.0,6.1,Agua Segura
7.1,0.0,29.0,254.0,478.0,8.0,Agua Segura
8.1,1.0,22.0,192.0,269.0,7.9,Agua Segura
6.9,4000.0,21.3,712.0,409.0,7.6,Anomalia de Hardware
7.9,2.0,21.0,608.0,245.0,6.2,Agua Segura
8.0,0.0,15.3,454.0,321.0,9.5,Agua Segura
8.2,0.0,26.6,492.0,497.0,8.0,Agua Segura
6.9,2.0,21.4,298.0,552.0,7.7,Agua Segura
7.2,1.0,24.2,221.0,385.0,9.8,Agua Segura
6.9,0.0,17.9,273.0,544.0,8.9,Agua Segura
8.0,1.0,29.8,84.0,539.0,6.2,Agua Segura
7.8,109.0,15.3,776.0,376.0,5.1,Anomalia Fisica
6.9,1.0,24.2,697.0,171.0,5.6,Agua Segura
7.1,1.0,19.8,581.0,237.0,9.1,Agua Segura
7.6,2.0,15.9,771.0,143.0,5.8,Agua Segura
7.3,20.0,33.2,369.0,3.0,1.5,Anomalia Biologica/Estancamiento
6.9,1.0,21.8,292.0,379.0,7.4,Agua Segura
7.0,1.0,28.4,101.0,366.0,9.6,Agua Segura
7.0,2.0,24.3,281.0,152.0,5.6,Agua Segura
7.8,17.0,28.8,540.0,-29.0,1.1,Anomalia Biologica/Estancamiento
4.1,6.0,26.7,1000.0,-254.0,5.8,Anomalia Quimica
8.2,2.0,24.2,335.0,321.0,6.2,Agua Segura
8.5,294.0,28.4,852.0,128.0,4.3,Anomalia Fisica
7.9,0.0,16.4,652.0,513.0,7.4,Agua Segura
6.9,57.0,22.7,631.0,258.0,7.3,Anomalia Fisica
7.8,2.0,18.6,73.0,472.0,7.9,Agua Segura
4.0,6.0,21.2,1000.0,-199.0,5.4,Anomalia Quimica
8.5,216.0,15.4,507.0,232.0,7.8,Anomalia Fisica
7.0,2.0,19.0,684.0,224.0,9.1,Agua Segura
8.1,26.0,25.9,227.0,13.0,0.0,Anomalia Biologica/Estancamiento
6.7,25.0,33.7,370.0,22.0,0.7,Anomalia Biologica/Estancamiento
7.1,2.0,17.7,124.0,555.0,6.4,Agua Segura
8.3,1.0,26.6,236.0,347.0,7.2,Agua Segura
6.7,8.0,32.0,251.0,-29.0,1.2,Anomalia Biologica/Estancamiento
6.6,0.0,26.3,266.0,240.0,8.5,Agua Segura
8.1,1.0,26.3,59.0,321.0,7.7,Agua Segura
7.8,0.0,25.1,120.0,538.0,9.0,Agua Segura
6.6,2.0,17.2,739.0,262.0,9.7,Agua Segura
7.6,1.0,24.9,677.0,340.0,6.5,Agua Segura
7.9,78.0,27.8,850.0,380.0,7.0,Anomalia Fisica
7.9,2.0,19.8,287.0,569.0,8.1,Agua Segura
8.3,0.0,15.8,490.0,487.0,8.2,Agua Segura
7.7,1.0,18.4,729.0,575.0,9.2,Agua Segura
6.3,16.0,28.2,480.0,1.0,0.7,Anomalia Biologica/Estancamiento
6.5,232.0,17.7,598.0,131.0,8.0,Anomalia Fisica
7.7,2.0,24.8,461.0,362.0,6.6,Agua Segura
2.2,5.0,29.6,1000.0,-787.0,4.0,Anomalia Quimica
5.4,4.0,26.2,1000.0,-509.0,5.0,Anomalia Quimica
6.6,0.0,15.4,602.0,262.0,8.5,Agua Segura
6.8,2.0,28.5,342.0,370.0,7.0,Agua Segura
3.1,1.0,17.9,1000.0,-626.0,3.6,Anomalia Quimica
7.0,1.0,15.3,199.0,95.0,5.9,Agua Segura
7.5,2.0,26.2,148.0,356.0,7.2,Agua Segura
4.3,14.0,19.0,1000.0,-530.0,4.1,Anomalia Quimica
6.8,298.0,15.4,738.0,412.0,4.6,Anomalia Fisica
7.8,16.0,25.8,422.0,-76.0,2.2,Anomalia Biologica/Estancamiento
8.4,2.0,26.7,295.0,202.0,7.6,Agua Segura
8.2,1.0,19.5,597.0,262.0,9.5,Agua Segura
8.2,3.0,17.4,969.0,258.0,7.7,Agua Segura
8.1,2.0,15.3,482.0,346.0,6.2,Agua Segura
6.7,2.0,15.3,559.0,599.0,9.2,Agua Segura
